-7750580.165 -7613507.165
29980.639 -120178.361
-6920.139 16232.861
No Collision
No Collision
1200861.807 1027309.807
No Collision
No Collision
-103265.934 -125510.934
No Collision
-242077.749 -377445.749
87091.410 38167.410
No Collision
6572.465 -27536.535
-6408.775 -34232.775
No Collision
No Collision
No Collision
5147.726 -27335.274
-27341.961 -7449.961
-49997.314 34981.686
51283.282 -2570.718
-27774.701 -64127.701
-178675.063 -102457.063
-7721.844 -40137.844
No Collision
-58128.134 35931.866
No Collision
2122714.712 1993826.712
70485.557 60246.557
536140.438 514614.438
-4744.092 -78494.092
No Collision
10764.461 2747.461
No Collision
-224901.917 -296072.917
-9795.410 96215.590
No Collision
No Collision
No Collision
-10193.068 10354.932
90640.810 70948.810
No Collision
No Collision
No Collision
No Collision
No Collision
-39124.564 13534.436
227832.346 239910.346
143874.315 175984.315
No Collision
-378149.984 -398348.984
-308391.632 -172574.632
No Collision
1431456.336 1507852.336
65909.672 13061.672
No Collision
No Collision
-19774.732 -13030.732
19577.876 42019.876
-81413.658 -21318.658
No Collision
-22488.896 101005.104
No Collision
No Collision
No Collision
-53878826.767 -53700770.767
No Collision
No Collision
No Collision
81890.192 177596.192
7831.462 74647.462
217986.695 238436.695
-59972.557 -55728.557
No Collision
119346.868 76946.868
No Collision
49709.608 53910.608
No Collision
No Collision
-63587.299 -79812.299
-3418216.841 -3306269.841
81682.628 82394.628
18611.807 19045.807
No Collision
-83226.281 7795.719
No Collision
-259404.521 -180299.521
30572.810 35649.810
-10206.955 -37217.955
No Collision
-75477.958 2598.042
-167206.769 -210262.769
193657.754 19205.754
21545.989 9510.989
-87970.328 48156.672
925.608 -2563.392
35509.824 11445.824
No Collision
No Collision
-73068.882 -88345.882
874205.968 709924.968
No Collision
153050.740 266828.740
No Collision
63029.640 91259.640
No Collision
-39912.114 26826.886
No Collision
74734.448 -67736.552
No Collision
252416.675 280746.675
No Collision
86098.758 -10319.242
-10175.072 -88251.072
No Collision
56740.943 51502.943
-6161302.492 -5972166.492
No Collision
No Collision
No Collision
11819.541 63216.541
No Collision
73517.672 27316.672
-10343.938 2047.062
No Collision
-165341.534 -278400.534
No Collision
No Collision
No Collision
72256.087 -63557.913
-6975.750 126783.250
-168571.226 -107536.226
No Collision
281368.037 405814.037
No Collision
No Collision
-129022.494 -87440.494
98961.423 55108.423
No Collision
3570220.068 3507078.068
274605.959 361959.959
50191.247 47147.247
70284.944 56064.944
No Collision
-187593.497 -53487.497
No Collision
No Collision
37328.859 -105240.141
40778.340 4702.340
9247.429 20302.429
No Collision
-244004.172 -391096.172
217552.000 340615.000
No Collision
No Collision
No Collision
-74284.069 57473.931
No Collision
No Collision
-28316.381 -21393.381
36817.266 -81723.734
139735.399 280346.399
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
69406.514 1441.514
No Collision
No Collision
No Collision
17397.639 -97308.361
7036.725 2738.725
51818.150 -84619.850
19895.485 5651.485
No Collision
-21975.576 -14705.576
No Collision
55667.200 70028.200
-336495.671 -415533.671
58230.122 -5068.878
37571.253 67467.253
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
-133285.191 -61237.191
No Collision
-1011486.725 -956719.725
No Collision
-3256.725 85244.275
No Collision
No Collision
-5608739.651 -5747618.651
No Collision
No Collision
81027.868 37078.868
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
-73899.212 -56872.212
-254402.728 -110663.728
No Collision
No Collision
-223257.087 -190600.087
No Collision
-448524.071 -617470.071
No Collision
No Collision
-461893.599 -531812.599
-17736.773 -14212.773
No Collision
75947.541 134361.541
-2915.622 144690.378
-424792.680 -378666.680
No Collision
68946.452 67515.452
No Collision
No Collision
No Collision
69371.874 21064.874
127159.281 11342.281
No Collision
No Collision
No Collision
-62117.264 -16593.264
No Collision
78026.393 50792.393
No Collision
-103413.164 -19495.164
No Collision
No Collision
120728.993 148006.993
162282.427 83885.427
36206.439 -87940.561
-171500.660 -107874.660
-82145.044 -134539.044
-257297.995 -178133.995
No Collision
No Collision
No Collision
-39815.213 -2941.213
-50104.459 -114370.459
-386742.649 -471655.649
-18084.669 -83148.669
29259.698 46028.698
No Collision
No Collision
No Collision
No Collision
209879.805 87702.805
33920.676 12625.676
No Collision
No Collision
No Collision
-17121.371 -69127.371
-301.091 -127578.091
No Collision
No Collision
No Collision
No Collision
64826.166 72185.166
No Collision
64895.100 84124.100
5109.247 -7903.753
No Collision
-44971.265 -131479.265
No Collision
No Collision
No Collision
No Collision
-3066621.801 -3135077.801
No Collision
No Collision
13408.958 152834.958
No Collision
No Collision
No Collision
No Collision
No Collision
-171199.480 -20772.480
No Collision
No Collision
105664.681 34364.681
No Collision
No Collision
2903.335 10858.335
117237.740 15792.740
106807.924 127291.924
59.219 25986.219
No Collision
449326.068 255638.068
-41324.097 -2612.097
169448.668 71830.668
-51531.855 -54124.855
No Collision
No Collision
237770.630 186304.630
No Collision
No Collision
380820.893 294563.893
4140.909 -44671.091
No Collision
No Collision
No Collision
35586.658 33789.658
No Collision
-86906.527 -69642.527
No Collision
330020.291 136448.291
-203952.270 -159504.270
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
85697.155 150927.155
No Collision
42534.510 -2929.490
No Collision
No Collision
No Collision
No Collision
-101240.482 -84465.482
No Collision
-8929.441 146591.559
No Collision
No Collision
111029.429 186635.429
No Collision
-38588.731 -69999.731
-69651.100 -52994.100
No Collision
No Collision
No Collision
No Collision
95202.601 140591.601
No Collision
No Collision
730811.793 674098.793
No Collision
No Collision
-66395.938 -90306.938
No Collision
-110888.587 -175982.587
212517.956 134736.956
-163707.723 -45508.723
No Collision
92081.819 83480.819
-28330.390 -94929.390
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
13010.560 7371.560
No Collision
No Collision
248259.075 359490.075
62557.042 55390.042
No Collision
11362.444 46123.444
No Collision
No Collision
20190.534 172349.534
No Collision
No Collision
18791.019 -21626.981
60427.342 97229.342
No Collision
-115074.800 -168286.800
94807.962 -1840.038
-77590.010 95165.990
-183494.234 -105640.234
No Collision
-87811.786 -81411.786
No Collision
-77520.216 41584.784
No Collision
-29800.100 -8402.100
35025.641 -28187.359
No Collision
No Collision
No Collision
3213.868 91272.868
No Collision
No Collision
No Collision
-1954.449 -47424.449
-139837.297 -39011.297
No Collision
No Collision
87961.193 -8571.807
No Collision
9810.457 -83946.543
No Collision
-1027839.408 -1118088.408
43548.014 -38456.986
-4457.446 -126503.446
69005.929 20785.929
No Collision
-87790.771 -83830.771
305854.708 262582.708
36902.288 42668.288
-16367.005 24026.995
No Collision
No Collision
-21201.372 -89535.372
No Collision
No Collision
No Collision
No Collision
-16729.145 44473.855
No Collision
-53193.920 -39720.920
No Collision
-19882.521 -21897.521
No Collision
No Collision
-102602.265 -54659.265
No Collision
No Collision
No Collision
91484.152 54339.152
99390.677 280574.677
No Collision
-67560.556 -51501.556
15716.507 68469.507
-958068.582 -788009.582
-39562.329 -16190.329
47131.465 89258.465
No Collision
64844.369 40251.369
1339430.549 1489207.549
No Collision
No Collision
73872.845 -97877.155
255073.166 204764.166
-26225.979 -17452.979
No Collision
No Collision
-406313.906 -501314.906
-3177.621 -128814.621
60528.299 75429.299
-51.752 5740.248
-8174.175 53254.825
No Collision
No Collision
No Collision
153619.963 253478.963
-112000.737 -88162.737
No Collision
13387.361 56326.361
-114511.998 -16822.998
No Collision
-1069728.185 -1182669.185
-54870.270 36211.730
No Collision
39202.980 120113.980
No Collision
7925.792 37415.792
360621.834 516004.834
No Collision
No Collision
7768.107 24242.107
-21925.926 -28191.926
No Collision
328596.892 368014.892
No Collision
-324418.711 -227254.711
No Collision
No Collision
No Collision
98792.666 71982.666
No Collision
No Collision
560500.281 614908.281
No Collision
No Collision
-277856.931 -221757.931
No Collision
No Collision
-61001.116 -281.116
4457435.804 4371687.804
No Collision
No Collision
23062.378 7182.378
No Collision
No Collision
No Collision
10825.318 -5639.682
No Collision
No Collision
No Collision
-37907.037 -299.037
58647.732 40626.732
No Collision
No Collision
21380.319 -32551.681
No Collision
No Collision
No Collision
-26971.379 -127741.379
No Collision
9976.317 -43082.683
No Collision
-786862.593 -761913.593
No Collision
No Collision
-19199.447 -110082.447
No Collision
-51627.926 -68357.926
-29103.309 -30211.309
1299163.629 1448145.629
74217.811 37558.811
934153.468 848790.468
No Collision
-96805.154 -58846.154
No Collision
37547.513 21436.513
-159094.790 -202578.790
No Collision
No Collision
No Collision
No Collision
No Collision
137967.965 -18566.035
44171.795 -42015.205
No Collision
-235788.227 -372587.227
No Collision
-1204549.497 -1097630.497
No Collision
-10498.203 -28430.203
No Collision
No Collision
40733.353 41695.353
125382.490 231991.490
No Collision
No Collision
72850.295 12707.295
No Collision
No Collision
No Collision
-133313.218 19426.782
211128.041 114388.041
45812.307 -85852.693
No Collision
No Collision
33252.048 -3045.952
No Collision
No Collision
No Collision
No Collision
No Collision
319723.842 424177.842
-2690.467 21902.533
No Collision
2027251.626 1903750.626
101658.933 21204.933
-55483.305 -45735.305
No Collision
No Collision
No Collision
-7056.890 51071.110
No Collision
No Collision
No Collision
No Collision
17881.539 -67581.461
No Collision
-138675.107 -100881.107
120719.836 58738.836
No Collision
No Collision
-28397.212 -76381.212
534088.291 632826.291
-56001.604 -345.604
No Collision
No Collision
152600.115 4691.115
42709.345 -26196.655
No Collision
-171483.409 -283017.409
-113535.094 -60345.094
No Collision
No Collision
30126.705 37672.705
No Collision
No Collision
No Collision
550399.670 423105.670
-123922.432 -96759.432
-70685.481 -23824.481
No Collision
No Collision
No Collision
51820.830 45416.830
-307831.130 -259269.130
No Collision
No Collision
-28704.069 -32802.069
187583.691 252869.691
No Collision
-27400.741 1799.259
78088.002 -30962.998
187840.579 148595.579
No Collision
No Collision
-456692.331 -532205.331
-76744.871 -56545.871
No Collision
-55271.262 68648.738
-743.125 -69233.125
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
98576.697 26259.697
-93559.034 -42134.034
No Collision
-49210.882 6730.118
No Collision
20439.878 13979.878
185738.381 79411.381
No Collision
No Collision
No Collision
-43002.974 -50449.974
44314.354 -11922.646
4755741.237 4670987.237
No Collision
938167.288 1071663.288
-23740.035 -18438.035
-18289.819 -36716.819
No Collision
No Collision
256014.511 137927.511
No Collision
No Collision
-26849.456 90227.544
-58063.822 -114403.822
No Collision
847090.699 684320.699
No Collision
-11911.763 113239.237
-3506.348 64292.652
No Collision
No Collision
No Collision
66879.329 61852.329
-70039.750 -43691.750
-42588.323 70176.677
16398.954 77836.954
-93827.021 -114249.021
No Collision
74781.898 27375.898
-65277.628 -81329.628
170845.529 109845.529
No Collision
-1143.584 79903.416
No Collision
43113.081 89804.081
No Collision
No Collision
No Collision
-1230405332.364 -1230475830.364
143377.004 53057.004
No Collision
217455.246 186573.246
No Collision
62032.381 21252.381
No Collision
No Collision
No Collision
37593.513 -137162.487
65007.873 18486.873
No Collision
No Collision
No Collision
No Collision
483168.624 328904.624
-28588.869 -9719.869
No Collision
No Collision
No Collision
386977.331 306157.331
-58872.504 111309.496
No Collision
No Collision
-417.729 -47241.729
No Collision
137806.587 78434.587
2233.719 -42403.281
No Collision
77136.185 56877.185
No Collision
-93350.641 -84884.641
67385.240 52114.240
No Collision
No Collision
No Collision
-78719.877 -8948.877
No Collision
No Collision
45302.926 54675.926
296304.877 405548.877
No Collision
-1701430.772 -1789106.772
No Collision
5678.611 -8785.389
No Collision
-18179.949 -49128.949
No Collision
978.553 56065.553
-51712.491 -45422.491
-274948.982 -135828.982
No Collision
No Collision
No Collision
No Collision
341173.419 311617.419
-27769.803 -31738.803
No Collision
751849.984 944150.984
-35412.487 -64091.487
No Collision
No Collision
No Collision
32783677.258 32813596.258
90440.927 53373.927
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
-19032.998 66175.002
-93667.484 -29893.484
34976.894 20955.894
No Collision
25067.024 154058.024
No Collision
No Collision
158696.555 51624.555
55963.940 -86538.060
48964.460 25765.460
No Collision
No Collision
-11899.722 49904.278
No Collision
No Collision
No Collision
-16630.005 -32820.005
No Collision
345353.326 471135.326
-46842.903 71605.097
No Collision
-54818.222 57918.778
-80640.066 -60891.066
No Collision
67518.792 -25625.208
-42291.011 11541.989
No Collision
No Collision
-81342.740 -93367.740
No Collision
No Collision
-690657.750 -578889.750
No Collision
-455677.538 -503952.538
-126653.567 -67814.567
No Collision
-131439.923 -94772.923
No Collision
No Collision
2252263.243 2362626.243
-387426.029 -365970.029
-61724.909 -125565.909
No Collision
61606.074 -43412.926
-1098283.625 -1219689.625
No Collision
-45148.612 -161204.612
No Collision
No Collision
No Collision
-26629.138 43739.862
No Collision
-19991.291 -25940.291
95028.239 6772.239
248382.062 278731.062
No Collision
No Collision
No Collision
No Collision
-556942.708 -667057.708
37221.113 39458.113
No Collision
No Collision
No Collision
5075.626 -139953.374
57364.657 53048.657
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
85191.842 -34313.158
No Collision
-88114.312 -56161.312
No Collision
-47906.487 -134758.487
4920.083 -13897.917
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
58650.913 59253.913
76488.260 51379.260
20238.601 62940.601
No Collision
85846.871 126677.871
No Collision
1817.243 -21849.757
610994.044 738548.044
No Collision
158306.549 78899.549
-72143.187 -149460.187
414365.952 382092.952
45418.174 18074.174
47293.636 -14777.364
No Collision
16177.852 65280.852
38962.886 -74987.114
-382864.615 -238362.615
525562.362 476781.362
-73473.525 43079.475
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
-36507.386 -112311.386
No Collision
No Collision
No Collision
110650.048 -44240.952
-32271.862 -121531.862
No Collision
-1186279.600 -1286168.600
-38622.409 -173248.409
No Collision
189341.857 113627.857
-29681.676 16793.324
No Collision
No Collision
216843.349 60740.349
No Collision
-59128.376 -146499.376
No Collision
No Collision
-97941.419 -123609.419
-17801.079 -69647.079
49910.654 140378.654
-40970.810 -118978.810
No Collision
-1349451.650 -1513655.650
No Collision
No Collision
No Collision
-18395.327 44530.673
843.850 -94258.150
No Collision
-4269.738 92660.262
-91684.197 -94421.197
No Collision
No Collision
No Collision
No Collision
-231275.306 -245292.306
No Collision
-106835.749 14664.251
-98664.015 -49639.015
91827.404 93240.404
No Collision
No Collision
No Collision
-28518.440 33785.560
No Collision
358211.632 480604.632
1347090.022 1402302.022
74255.364 83183.364
-105996.328 -121719.328
71173.825 5028.825
9464.183 14692.183
No Collision
-113237.723 -27407.723
No Collision
No Collision
-121830.303 -7457.303
No Collision
No Collision
83277.693 -66387.307
No Collision
112100.285 78858.285
1062159.669 934186.669
No Collision
No Collision
-17160.292 -46328.292
52273184.787 52319478.787
No Collision
51277.825 220458.825
No Collision
3260029.251 3171621.251
-67033.273 -35583.273
-17254.206 67453.794
-20626.650 -59144.650
31487.936 -18021.064
No Collision
63553.764 42117.764
No Collision
323205.719 479018.719
-88491.752 -42453.752
No Collision
No Collision
32861.599 46349.599
21575.853 28501.853
-260713.637 -207376.637
-800867.520 -773011.520
No Collision
707434.669 642657.669
1367258.608 1273089.608
No Collision
No Collision
-3622429.933 -3555822.933
105125.993 29745.993
-1849952.194 -1870068.194
No Collision
166587.129 239545.129
No Collision
No Collision
13841.192 46933.192
No Collision
-93185.163 93127.837
No Collision
No Collision
No Collision
-44491.903 -63259.903
No Collision
87352.160 78675.160
No Collision
-62755.174 -23404.174
No Collision
305338.187 224374.187
-59572.318 -69104.318
No Collision
156820.302 70926.302
No Collision
No Collision
111645.771 131172.771
57297.322 28951.322
-1723.454 12761.546
No Collision
-278191.298 -113815.298
518302.263 581754.263
No Collision
No Collision
No Collision
No Collision
No Collision
14653.160 150388.160
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
-1071538.340 -1007503.340
No Collision
2709.808 67650.808
-67028.693 -4095.693
276043.968 395783.968
72370.202 -17913.798
No Collision
No Collision
40706.663 -63060.337
129333.674 54716.674
-360979.394 -274299.394
No Collision
-172558.180 -217418.180
38112.669 -35555.331
No Collision
No Collision
-6013.265 -115728.265
133048.470 18339.470
No Collision
-4131.633 -9495.633
-4435.204 7422.796
-46202.982 -80255.982
No Collision
No Collision
No Collision
No Collision
-113235.266 38699.734
249975.154 215333.154
No Collision
-559783.760 -664896.760
81721.521 -87757.479
No Collision
No Collision
No Collision
-49235.334 71964.666
-66602.108 -21832.108
-165151.985 -214949.985
No Collision
6669523.917 6556437.917
56749.224 21385.224
No Collision
No Collision
No Collision
-723164.749 -629452.749
No Collision
1676426.929 1497058.929
No Collision
No Collision
-64788.102 52284.898
No Collision
112408.601 141397.601
-120929.814 38477.186
No Collision
No Collision
No Collision
108847.152 114219.152
No Collision
-321130.555 -201264.555
80702.353 137582.353
-1363.887 11721.113
-49668.232 -109568.232
No Collision
200731.460 177041.460
No Collision
No Collision
-297228.561 -174295.561
373381.027 227798.027
-15675.728 1266.272
166969.568 289071.568
88529.285 -75394.715
-7606004.853 -7638644.853
-73022.562 -65088.562
102101.357 101279.357
488457.580 327061.580
-39270.690 -75711.690
-114573.976 -66047.976
No Collision
No Collision
No Collision
-28217.367 -98878.367
-20246.398 -41685.398
No Collision
1114270.447 1185289.447
No Collision
No Collision
No Collision
No Collision
-14981.132 -58318.132
130767.966 87758.966
12562.777 51906.777
42240.345 31138.345
No Collision
No Collision
No Collision
No Collision
No Collision
-651757.377 -501398.377
47062.186 20395.186
No Collision
No Collision
No Collision
153833.995 208179.995
-460625.925 -400452.925
-38791.266 -102630.266
496395.829 541155.829
-76697.738 -50718.738
-83975.424 33241.576
No Collision
No Collision
41497.803 90115.803
-420141.686 -389366.686
No Collision
82753.341 198016.341
-1046355.344 -993604.344
No Collision
No Collision
No Collision
No Collision
45021.432 149269.432
102890.573 63342.573
-98825.023 -10187.023
No Collision
-172801.599 -279829.599
-1817717.727 -1860380.727
No Collision
No Collision
No Collision
No Collision
-50701.530 -55993.530
No Collision
No Collision
8940.813 -14948.187
-93769.235 -57046.235
55159.510 -7993.490
No Collision
-57.497 -150868.497
-74783.321 -84217.321
60600.454 -31851.546
No Collision
No Collision
No Collision
No Collision
No Collision
No Collision
46975.016 127665.016
-97078.610 -56858.610
No Collision
No Collision
-130853.792 -88261.792
No Collision
No Collision
No Collision
No Collision
No Collision
-39529.943 35041.057
No Collision
31085.030 -48617.970
159324.703 106806.703
No Collision
-141338.457 -77257.457
No Collision
No Collision
545471.499 646890.499
No Collision
-14880126.512 -15020552.512
84923.186 84341.186
-42308.691 14635.309
-47076.436 -70269.436
No Collision
No Collision
No Collision
No Collision
No Collision
25584.008 190686.008
84421.166 115347.166
No Collision
No Collision
549433.686 670535.686
No Collision
No Collision
522305.342 454729.342
No Collision
81179.838 164489.838
-62906.767 -25099.767
232705.012 374912.012
100254.961 -21585.039
No Collision
22667.714 -30919.286
-226303.548 -98899.548
-144761.753 -214747.753
No Collision
No Collision
-18054.971 -103749.971
-54954.873 -67969.873
-74052.193 -72871.193
-407891887.286 -407952529.286
-148150.525 1041.475
No Collision
-56311.788 -52819.788
-11126.690 59241.310
114287.000 19334.000
No Collision
-32408.428 -82873.428
No Collision
No Collision
No Collision
24580.995 -92769.005
5970.804 -45013.196
No Collision
No Collision
104783.775 73544.775
No Collision
No Collision
No Collision
747137.215 669160.215
-71641.754 14661.246
No Collision
No Collision
No Collision
-989210.927 -1161909.927
-141.013 29149.987
381128.040 336075.040
71697.840 101841.840
No Collision
No Collision
No Collision
No Collision
No Collision
-12572059.363 -12460681.363
No Collision
No Collision
-5090.058 -41027.058
No Collision
81768.730 9834.730
No Collision
-226812.404 -255816.404
-491280.485 -417954.485
-310832.735 -219467.735
-814615.798 -697878.798
19079.451 56963.451
No Collision
-2560.693 79792.307
-110572.725 -228094.725
No Collision
-156805.952 -111903.952
No Collision
3668737.403 3737358.403
101009.414 80186.414
No Collision
No Collision
-330753.886 -396249.886
-85275.032 40565.968
No Collision
No Collision
808490.413 701862.413
-46846.113 -45094.113
212424.238 251786.238
No Collision
No Collision
No Collision
-280538.947 -398867.947
No Collision
29708.328 45763.328
No Collision
